frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_media_bytes;tx_media_bytes;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
213;1;1;1;6063.492546;6063.595583;6063.629440;797126;0;0;21056;21056;16;16;21056;21144;100.000;0.625;0.625;5.075;5.553;5.075;33.854;0.010;0.012;33.891;0.034;33.857;0.035;99.899;103.037;36.193;0.246;0.721;0;0;0;0;0;0;0;0
214;1;1;1;6063.525825;6063.629468;6063.664765;803136;0;0;17672;17672;14;14;17672;17760;100.000;0.503;0.503;4.262;4.678;4.262;35.295;0.008;0.010;35.325;0.027;35.298;0.028;99.923;103.643;38.185;0.551;0.710;0;0;0;0;0;0;0;0
215;1;1;1;6063.558851;6063.664838;6063.696441;809297;0;0;24252;24252;19;19;24252;24340;100.000;0.770;0.770;5.842;6.413;5.842;31.552;0.015;0.017;31.676;0.073;31.603;0.054;99.771;105.987;36.528;2.037;0.793;0;0;0;0;0;0;0;0
216;1;1;1;6063.592315;6063.696499;6063.732214;808156;0;0;27260;27260;21;21;27260;27348;100.000;0.766;0.766;6.564;7.198;6.564;35.712;0.015;0.016;35.773;0.057;35.715;0.045;99.840;104.184;38.967;1.673;0.848;0;0;0;0;0;0;0;0
217;1;1;1;6063.625990;6063.732303;6063.762944;810355;0;0;28576;28576;22;22;28576;28664;100.000;0.936;0.935;6.879;7.545;6.879;30.637;0.019;0.021;30.730;0.089;30.642;0.068;99.712;106.313;36.364;2.471;0.950;0;0;0;0;0;0;0;0
218;1;1;1;6063.658731;6063.762996;6063.800064;810211;0;0;28764;28764;22;22;28764;28852;100.000;0.778;0.778;6.924;7.590;6.924;37.064;0.012;0.013;37.119;0.052;37.068;0.036;99.860;104.265;40.150;2.640;1.055;0;0;0;0;0;0;0;0
219;1;1;1;6063.693319;6063.800159;6063.829965;808645;0;0;28952;28952;22;22;28952;29040;100.000;0.974;0.974;6.970;7.635;6.970;29.801;0.017;0.018;29.901;0.095;29.806;0.062;99.681;106.840;36.718;3.830;1.229;0;0;0;0;0;0;0;0
220;1;1;1;6063.725731;6063.830056;6063.861960;810783;0;0;27824;27824;22;22;27824;27912;100.000;0.875;0.875;6.699;7.364;6.699;31.848;0.016;0.017;31.995;0.091;31.904;0.054;99.715;104.325;35.380;3.437;1.367;0;0;0;0;0;0;0;0
221;1;1;1;6063.759431;6063.862010;6063.894777;807088;0;0;27824;27824;22;22;27824;27912;100.000;0.852;0.852;6.699;7.364;6.699;32.765;0.009;0.010;32.817;0.050;32.767;0.031;99.848;102.578;34.864;1.379;1.367;0;0;0;0;0;0;0;0
222;1;1;1;6063.792860;6063.894844;6063.928310;809369;0;0;28012;28012;22;22;28012;28100;100.000;0.840;0.840;6.744;7.409;6.744;33.463;0.013;0.014;33.533;0.067;33.466;0.043;99.800;101.984;35.063;0.499;1.313;0;0;0;0;0;0;0;0
223;1;1;1;6063.826143;6063.928365;6063.961794;795354;0;0;27448;27448;21;21;27448;27536;100.000;0.824;0.824;6.609;7.243;6.609;33.425;0.013;0.015;33.484;0.055;33.430;0.044;99.836;102.221;35.214;0.187;1.243;0;0;0;0;0;0;0;0
224;1;1;1;6063.858605;6063.961843;6063.995061;795455;0;0;27260;27260;21;21;27260;27348;100.000;0.823;0.823;6.564;7.198;6.564;33.215;0.012;0.013;33.266;0.048;33.218;0.040;99.855;103.237;35.147;0.144;1.174;0;0;0;0;0;0;0;0
225;1;1;1;6063.892163;6063.995110;6064.028032;795720;0;0;27636;27636;21;21;27636;27724;100.000;0.842;0.842;6.654;7.288;6.654;32.917;0.012;0.014;32.971;0.050;32.921;0.042;99.850;102.947;34.785;0.066;1.105;0;0;0;0;0;0;0;0
