frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_media_bytes;tx_media_bytes;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;reference_efficiency_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
278;1;1;1;3280.711360;3280.942585;3280.943784;817500;144850;144850;0;0;1811;1811;2317600;2317652;100.000;1942.428;1933.313;556.236;600.557;556.236;1.194;0.598;0.635;36.406;35.207;1.199;52.981;3.293;231.226;3.337;3.558;3.510;0;0;0;0;0;0;0;0
279;1;1;1;3280.743179;3280.980939;3280.982320;824803;147006;147006;0;0;1838;1838;2352096;2352148;100.000;1709.221;1703.079;564.516;609.497;564.516;1.378;0.663;0.707;38.535;37.154;1.381;51.205;3.584;237.760;8.539;5.020;3.604;0;0;0;0;0;0;0;0
280;1;1;1;3280.775572;3281.005968;3281.007853;813944;149388;149388;0;0;1868;1868;2390208;2390260;100.000;1271.374;1267.927;573.662;619.379;573.662;1.881;0.650;0.690;25.533;23.648;1.885;36.594;7.383;230.396;0.739;8.304;3.898;0;0;0;0;0;0;0;0
281;1;1;1;3280.809289;3281.038223;3281.039304;815307;150146;150146;0;0;1877;1877;2402336;2402388;100.000;2235.747;2222.899;576.573;622.510;576.573;1.077;0.537;0.576;31.451;30.370;1.081;53.318;3.436;228.934;-1.143;1.078;3.722;0;0;0;0;0;0;0;0
282;1;1;1;3280.844075;3281.076437;3281.078202;816329;149960;149960;0;0;1875;1875;2399360;2399412;100.000;1363.286;1359.340;575.859;621.746;575.859;1.761;0.589;0.627;38.898;37.133;1.765;35.526;4.538;232.362;4.421;4.880;3.794;0;0;0;0;0;0;0;0
283;1;1;1;3280.875920;3281.111309;3281.113558;813249;148574;148574;0;0;1858;1858;2377184;2377236;100.000;1057.197;1056.652;570.537;616.008;570.537;2.245;0.979;1.029;35.356;33.107;2.250;45.724;6.363;235.388;6.445;1.538;3.653;0;0;0;0;0;0;0;0
284;1;1;1;3280.908873;3281.142228;3281.144373;809333;146866;146866;0;0;1836;1836;2349856;2349908;100.000;1099.048;1095.631;563.978;608.911;563.978;2.141;0.676;0.714;30.814;28.670;2.145;33.272;6.960;233.355;3.926;2.414;3.576;0;0;0;0;0;0;0;0
285;1;1;1;3280.942384;3281.173406;3281.174547;815482;145550;145550;0;0;1820;1820;2328800;2328852;100.000;2054.519;2041.470;558.924;603.466;558.924;1.137;0.575;0.611;30.174;29.033;1.141;53.561;3.781;231.022;0.767;2.155;3.487;0;0;0;0;0;0;0;0
286;1;1;1;3280.977100;3281.213116;3281.214995;814633;144160;144160;0;0;1802;1802;2306560;2306612;100.000;1230.137;1227.617;553.587;597.687;553.587;1.875;0.643;0.683;40.448;38.569;1.879;36.363;4.645;236.016;7.881;6.376;3.667;0;0;0;0;0;0;0;0
287;1;1;1;3281.009191;3281.245783;3281.247756;814941;142853;142853;0;0;1786;1786;2285648;2285700;100.000;1162.906;1158.440;548.568;592.277;548.568;1.968;0.854;0.898;32.761;30.788;1.973;45.513;6.023;236.591;7.309;0.666;3.480;0;0;0;0;0;0;0;0
288;1;1;1;3281.042573;3281.276362;3281.278150;818847;142468;142468;0;0;1781;1781;2279488;2279540;100.000;1279.060;1274.487;547.090;590.676;547.090;1.782;0.730;0.768;30.395;28.606;1.789;42.933;5.885;233.789;4.370;2.754;3.434;0;0;0;0;0;0;0;0
289;1;1;1;3281.076057;3281.306227;3281.307945;824052;142484;142484;0;0;1782;1782;2279744;2279796;100.000;1331.795;1326.772;547.151;590.762;547.151;1.714;0.586;0.625;29.794;28.076;1.718;36.364;5.767;230.170;0.831;3.469;3.437;0;0;0;0;0;0;0;0
290;1;1;1;3281.110861;3281.346674;3281.348565;835458;143172;143172;0;0;1790;1790;2290752;2290804;100.000;1218.622;1210.930;549.793;593.600;549.793;1.888;0.732;0.769;40.621;38.729;1.892;40.668;4.657;235.812;8.118;7.114;3.666;0;0;0;0;0;0;0;0
291;1;1;1;3281.142874;3281.377729;3281.379697;819605;143314;143314;0;0;1792;1792;2293024;2293076;100.000;1171.501;1165.370;550.338;594.194;550.338;1.962;0.712;0.749;31.132;29.164;1.968;38.053;6.321;234.855;5.916;2.278;3.580;0;0;0;0;0;0;0;0
292;1;1;1;3281.175644;3281.406277;3281.407340;827799;143732;143732;0;0;1797;1797;2299712;2299764;100.000;2167.281;2163.909;551.943;595.921;551.943;1.059;0.580;0.616;27.643;26.580;1.063;57.991;3.845;230.633;0.226;4.786;3.655;0;0;0;0;0;0;0;0
293;1;1;1;3281.209350;3281.436739;3281.437893;830771;144010;144010;0;0;1801;1801;2304160;2304212;100.000;1998.941;1995.498;553.011;597.087;553.011;1.151;0.456;0.492;30.554;29.399;1.155;42.593;3.779;227.389;-2.554;2.871;3.606;0;0;0;0;0;0;0;0
294;1;1;1;3281.243673;3281.490320;3281.491546;835004;145768;145768;0;0;1823;1823;2332288;2332340;100.000;1919.379;1902.580;559.762;604.376;559.762;1.221;0.589;0.628;53.653;52.427;1.226;51.207;2.285;246.647;17.765;20.248;4.646;0;0;0;0;0;0;0;0
295;1;1;1;3281.276251;3281.512023;3281.513140;814967;148094;148094;0;0;1852;1852;2369504;2369556;100.000;2132.731;2120.950;568.693;614.018;568.693;1.114;0.507;0.545;21.594;20.477;1.117;48.771;5.174;235.771;6.026;11.631;5.083;0;0;0;0;0;0;0;0
296;1;1;1;3281.308977;3281.532960;3281.534360;818656;149404;149404;0;0;1868;1868;2390464;2390516;100.000;1710.841;1706.989;573.724;619.440;573.724;1.397;0.493;0.532;21.221;19.820;1.400;37.990;6.599;223.983;-6.087;12.396;5.540;0;0;0;0;0;0;0;0
297;1;1;1;3281.343314;3281.551723;3281.552593;819807;149370;149370;0;0;1868;1868;2389920;2389972;100.000;2754.060;2746.658;573.593;619.309;573.593;0.866;0.484;0.521;18.233;17.362;0.870;59.906;4.772;208.409;-21.187;14.571;6.104;0;0;0;0;0;0;0;0
298;1;1;1;3281.376302;3281.582764;3281.584079;814766;148012;148012;0;0;1851;1851;2368192;2368244;100.000;1809.386;1801.693;568.379;613.679;568.379;1.311;0.490;0.527;31.486;30.171;1.314;40.129;4.175;206.462;-23.035;2.292;5.866;0;0;0;0;0;0;0;0
299;1;1;1;3281.409457;3281.644448;3281.645596;809259;146174;146174;0;0;1828;1828;2338784;2338836;100.000;2040.605;2038.298;561.321;606.058;561.321;1.144;0.442;0.479;61.517;60.370;1.147;41.737;1.865;234.991;5.149;28.351;7.271;0;0;0;0;0;0;0;0
300;1;1;1;3281.441697;3281.676918;3281.678420;812212;144110;144110;0;0;1802;1802;2305760;2305812;100.000;1537.762;1535.248;553.395;597.495;553.395;1.499;0.433;0.470;32.825;31.323;1.502;31.304;4.576;235.222;4.640;0.863;6.871;0;0;0;0;0;0;0;0
