frame_id;rx_complete;tx_complete;current_skip;camera_send_timestamp;recv_start_timestamp;node_exit_timestamp;original_points;rx_points;tx_points;rx_packets;tx_packets;payload_bytes;reference_size_bytes;data_integrity_pct;internal_throughput_mbs;reference_throughput_mbs;logical_bitrate_mbps;network_bitrate_mbps;reference_bitrate_mbps;tx_duration_ms;active_tx_ms;active_process_ms;geometry_aggregation_ms;max_r_ms;cycle_ms;header_wait_ms;total_residency_ms;node_efficiency_pct;cycle_occupancy_pct;camera_node_ms;schedule_delay_ms;instant_jitter_ms;desynced_jitter_ms;eth_errors;ipv4_errors;udp_errors;nsh_errors;tx_zero_accepts;tx_partial_accepts;tx_resubmit_calls;tx_resubmitted_packets
279;1;1;1;6065.692246;6065.697010;6065.715537;824803;824803;824803;10311;10311;13196848;13196888;100.000;995.945;712.314;3167.253;3558.237;3167.253;18.510;1.953;11.834;6.252;2.920;35.165;16.638;18.527;63.876;52.686;4.764;21.727;0.424;0.559;0;0;0;0;0;0;0;0
280;1;1;1;6065.726028;6065.729249;6065.747451;813944;813944;813944;10175;10175;13023104;13023144;100.000;1027.293;715.501;3125.555;3511.381;3125.555;18.171;1.316;11.707;6.659;3.037;31.914;13.712;18.201;64.317;57.033;3.221;20.307;1.094;0.592;0;0;0;0;0;0;0;0
281;1;1;1;6065.759647;6065.763375;6065.781509;815307;815307;815307;10192;10192;13044912;13044952;100.000;1013.118;719.345;3130.788;3517.260;3130.788;18.094;1.666;11.520;6.246;2.908;34.059;15.924;18.134;63.528;53.245;3.728;21.032;0.792;0.604;0;0;0;0;0;0;0;0
282;1;1;1;6065.792674;6065.796110;6065.814095;816329;816329;816329;10205;10205;13061264;13061304;100.000;1027.417;726.233;3134.713;3521.677;3134.713;17.961;1.154;11.301;6.488;2.933;32.585;14.600;17.985;62.833;55.193;3.436;20.285;0.598;0.604;0;0;0;0;0;0;0;0
283;1;1;1;6065.826232;6065.830096;6065.847962;813249;813249;813249;10166;10166;13011984;13012024;100.000;1027.606;728.302;3122.886;3508.371;3122.886;17.844;1.665;11.418;6.173;2.880;33.867;16.001;17.866;63.909;52.754;3.864;20.819;0.653;0.607;0;0;0;0;0;0;0;0
284;1;1;1;6065.859088;6065.862807;6065.880733;809333;809333;809333;10117;10117;12949328;12949368;100.000;1030.773;722.379;3107.848;3491.475;3107.848;17.901;1.046;11.230;6.449;3.004;32.771;14.845;17.926;62.647;54.701;3.718;20.256;0.622;0.608;0;0;0;0;0;0;0;0
285;1;1;1;6065.893053;6065.896956;6065.914838;815482;815482;815482;10194;10194;13047712;13047752;100.000;1027.943;729.655;3131.460;3518.007;3131.460;17.867;1.639;11.388;6.152;2.898;34.105;16.223;17.882;63.686;52.432;3.903;21.028;0.816;0.621;0;0;0;0;0;0;0;0
286;1;1;1;6065.925856;6065.929285;6065.947331;814633;814633;814633;10183;10183;13034128;13034168;100.000;1026.532;722.279;3128.200;3514.330;3128.200;18.021;1.094;11.248;6.494;2.936;32.493;14.448;18.046;62.330;55.537;3.429;20.188;1.004;0.645;0;0;0;0;0;0;0;0
287;1;1;1;6065.959713;6065.964945;6065.982658;814941;814941;814941;10187;10187;13039056;13039096;100.000;1040.061;736.133;3129.383;3515.664;3129.383;17.693;1.836;11.455;6.015;2.955;35.327;17.614;17.713;64.671;50.140;5.232;22.182;2.327;0.750;0;0;0;0;0;0;0;0
288;1;1;1;6065.992636;6065.995907;6066.014178;818847;818847;818847;10236;10236;13101552;13101592;100.000;1009.412;717.074;3144.382;3532.522;3144.382;18.246;1.163;11.399;6.536;2.966;31.520;13.249;18.271;62.388;57.966;3.272;20.368;2.371;0.851;0;0;0;0;0;0;0;0
289;1;1;1;6066.026266;6066.030273;6066.048740;824052;824052;824052;10301;10301;13184832;13184872;100.000;1005.655;713.948;3164.369;3554.974;3164.369;18.451;1.814;11.803;6.323;2.948;34.562;16.095;18.468;63.914;53.433;4.007;21.597;1.032;0.863;0;0;0;0;0;0;0;0
290;1;1;1;6066.059706;6066.063189;6066.081739;835458;835458;835458;10444;10444;13367328;13367368;100.000;1035.695;720.614;3208.168;3604.195;3208.168;18.528;1.063;11.618;6.598;3.203;32.999;14.449;18.550;62.633;56.214;3.484;21.262;0.417;0.835;0;0;0;0;0;0;0;0
291;1;1;1;6066.092964;6066.096675;6066.114871;819605;819605;819605;10246;10246;13113680;13113720;100.000;1013.576;720.716;3147.293;3535.812;3147.293;18.174;2.049;11.878;6.213;2.928;33.131;14.936;18.195;65.283;54.919;3.711;21.060;0.153;0.792;0;0;0;0;0;0;0;0
292;1;1;1;6066.126104;6066.129855;6066.148383;827799;827799;827799;10348;10348;13244784;13244824;100.000;1012.436;714.877;3178.758;3571.144;3178.758;18.504;1.314;11.573;6.492;3.016;33.512;14.985;18.527;62.464;55.286;3.751;21.239;0.153;0.752;0;0;0;0;0;0;0;0
293;1;1;1;6066.159903;6066.163546;6066.181953;830771;830771;830771;10385;10385;13292336;13292376;100.000;1016.511;722.109;3190.170;3583.960;3190.170;18.386;1.847;11.926;6.389;2.976;33.571;15.163;18.408;64.788;54.833;3.643;21.477;0.357;0.728;0;0;0;0;0;0;0;0
294;1;1;1;6066.192681;6066.196219;6066.214993;835004;835004;835004;10438;10438;13360064;13360104;100.000;1013.475;711.626;3206.425;3602.224;3206.425;18.750;1.199;11.746;6.710;3.061;33.040;14.266;18.774;62.563;56.823;3.538;21.183;0.660;0.723;0;0;0;0;0;0;0;0
295;1;1;1;6066.226375;6066.230278;6066.248517;814967;814967;814967;10188;10188;13039472;13039512;100.000;1007.874;714.921;3129.483;3515.802;3129.483;18.217;2.022;11.819;6.179;2.915;33.524;15.285;18.239;64.801;54.407;3.903;21.373;0.725;0.723;0;0;0;0;0;0;0;0
296;1;1;1;6066.259226;6066.263105;6066.280839;818656;818656;818656;10234;10234;13098496;13098536;100.000;1049.006;738.634;3143.649;3531.712;3143.649;17.710;1.192;11.093;6.250;2.943;32.322;14.589;17.733;62.554;54.865;3.879;20.362;0.506;0.710;0;0;0;0;0;0;0;0
297;1;1;1;6066.292606;6066.296729;6066.315075;819807;819807;819807;10248;10248;13116912;13116952;100.000;1011.575;714.997;3148.068;3536.663;3148.068;18.326;1.914;11.834;6.285;2.944;34.236;15.890;18.345;64.505;53.586;4.123;21.265;0.290;0.684;0;0;0;0;0;0;0;0
298;1;1;1;6066.325961;6066.329391;6066.347626;814766;814766;814766;10185;10185;13036256;13036296;100.000;1011.640;714.899;3128.711;3514.917;3128.711;18.212;1.208;11.349;6.419;2.973;32.551;14.316;18.235;62.238;56.020;3.430;20.482;0.672;0.683;0;0;0;0;0;0;0;0
299;1;1;1;6066.359317;6066.363402;6066.380768;809259;809259;809259;10116;10116;12948144;12948184;100.000;1058.193;745.606;3107.564;3491.153;3107.564;17.349;1.657;11.275;6.034;2.916;33.142;15.776;17.366;64.926;52.398;4.085;20.291;0.678;0.683;0;0;0;0;0;0;0;0
300;1;1;1;6066.392070;6066.396094;6066.413779;812212;812212;812212;10153;10153;12995392;12995432;100.000;1047.297;734.802;3118.904;3503.896;3118.904;17.671;1.135;10.972;6.148;2.965;33.011;15.326;17.686;62.038;53.574;4.024;19.969;0.642;0.680;0;0;0;0;0;0;0;0
